Item,Type,Group,Typ_Order,DefType,Antecedent,Context_Sent_TR,Sentence,Con_file,Sen_file,I1,I1_Width,I1_Height,I1_Category,I1_Noun_DE,I1_Category_EN,I1_Noun_EN,I2_2,I2_2_Width,I2_2_Height,I2_2_Category,I2_2_Noun_DE,I2,I2_Width,I2_Height,I2_Category,I2_Noun_DE,I3,I3_Width,I3_Height,I3_Category,I3_Noun_DE,I4_2,I4_2_Width,I4_2_Height,I4_2_Category,I4_2_Noun_DE,I4,I4_Width,I4_Height,I4_Category,I4_Noun_DE,I5,I5_Width,I5_Height,I6,I6_Width,I6_Height
12,critical,A,Atyp_Typ,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir kanepe bir de sandalye.",Bana kanepeyi verebilir misin rica etsem?,Item12ConTR.mp3,Item12SenTR.mp3,couch2.jpeg,1550,556,furniture,couch,furniture,couch,couch1.jpeg,225,225,furniture,couch,chair2.jpeg,190,300,furniture,chair,basic-apple-1.jpg,198,200,fruit,apple,sup-fruit-2.jpg,195,200,fruit,strawberry,sup-fruit-1.jpg,196,200,fruit,watermelon,sup-animal-1.jpg,200,199,sup-beast-1.jpg,200,158
13,critical,A,Typ_Atyp,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir kuş bir de köpek.",Bana kuşu verebilir misin rica etsem?,Item13ConTR.mp3,Item13SenTR.mp3,bird1.jpeg,274,184,animals,bird,animals,bird,bird2.jpeg,274,184,animals,bird,dog1.jpeg,300,300,animals,dog,sub-gooseneck_lamp-2.jpg,172,200,lights,desk lamp,basic-lamp-2.jpg,162,200,lights,ceiling light,basic-lamp-1.jpg,182,200,lights,wall light,sub-racecar-1.jpg,190,110,sup-electronics-3.jpg,200,176
13,critical,B,Atyp_Typ,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir kuş bir de köpek.",Bana kuşu verebilir misin rica etsem?,Item13ConTR.mp3,Item13SenTR.mp3,bird2.jpeg,274,184,animals,bird,animals,bird,bird1.jpeg,274,184,animals,bird,dog2.jpeg,300,300,animals,dog,sub-gooseneck_lamp-2.jpg,172,200,lights,desk lamp,basic-lamp-2.jpg,162,200,lights,ceiling light,basic-lamp-1.jpg,182,200,lights,wall light,sub-racecar-1.jpg,190,110,sup-electronics-3.jpg,200,176
13,critical,C,Typ_Atyp,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir kuş bir de köpek.",Bana kuşu verebilir misin rica etsem?,Item13ConTR.mp3,Item13SenTR.mp3,bird1.jpeg,274,184,animals,bird,animals,bird,bird2.jpeg,274,184,animals,bird,dog1.jpeg,300,300,animals,dog,sub-gooseneck_lamp-2.jpg,172,200,lights,desk lamp,basic-lamp-2.jpg,162,200,lights,ceiling light,basic-lamp-1.jpg,182,200,lights,wall light,sub-racecar-1.jpg,190,110,sup-electronics-3.jpg,200,176
13,critical,D,Atyp_Typ,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir kuş bir de köpek.",Bana kuşu verebilir misin rica etsem?,Item13ConTR.mp3,Item13SenTR.mp3,bird2.jpeg,274,184,animals,bird,animals,bird,bird1.jpeg,274,184,animals,bird,dog2.jpeg,300,300,animals,dog,sub-gooseneck_lamp-2.jpg,172,200,lights,desk lamp,basic-lamp-2.jpg,162,200,lights,ceiling light,basic-lamp-1.jpg,182,200,lights,wall light,sub-racecar-1.jpg,190,110,sup-electronics-3.jpg,200,176
14,critical,D,Typ_Atyp,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir balık bir de köpek.",Bana köpeği verebilir misin rica etsem?,Item14ConTR.mp3,Item14SenTR.mp3,dog1.jpeg,300,300,animals,dog,animals,dog,dog2.jpeg,300,300,animals,dog,fish2.jpeg,299,168,animals,fish,sup-furniture-1.jpg,200,155,furniture,bed,sup-furniture-4.jpg,200,130,furniture,dresser,contrast-office_chair-1.jpg,142,200,furniture,chair,sub-gooseneck_lamp-2.jpg,172,200,sup-fruit-2.jpg,195,200
14,critical,C,Atyp_Typ,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir balık bir de köpek.",Bana köpeği verebilir misin rica etsem?,Item14ConTR.mp3,Item14SenTR.mp3,dog2.jpeg,300,300,animals,dog,animals,dog,dog1.jpeg,300,300,animals,dog,fish1.jpeg,319,158,animals,fish,sup-furniture-1.jpg,200,155,furniture,bed,sup-furniture-4.jpg,200,130,furniture,dresser,contrast-office_chair-1.jpg,142,200,furniture,chair,sub-gooseneck_lamp-2.jpg,172,200,sup-fruit-2.jpg,195,200
14,critical,B,Typ_Atyp,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir balık bir de köpek.",Bana köpeği verebilir misin rica etsem?,Item14ConTR.mp3,Item14SenTR.mp3,dog1.jpeg,300,300,animals,dog,animals,dog,dog2.jpeg,300,300,animals,dog,fish2.jpeg,299,168,animals,fish,sup-furniture-1.jpg,200,155,furniture,bed,sup-furniture-4.jpg,200,130,furniture,dresser,contrast-office_chair-1.jpg,142,200,furniture,chair,sub-gooseneck_lamp-2.jpg,172,200,sup-fruit-2.jpg,195,200
14,critical,A,Atyp_Typ,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir balık bir de köpek.",Bana köpeği verebilir misin rica etsem?,Item14ConTR.mp3,Item14SenTR.mp3,dog2.jpeg,300,300,animals,dog,animals,dog,dog1.jpeg,300,300,animals,dog,fish1.jpeg,319,158,animals,fish,sup-furniture-1.jpg,200,155,furniture,bed,sup-furniture-4.jpg,200,130,furniture,dresser,contrast-office_chair-1.jpg,142,200,furniture,chair,sub-gooseneck_lamp-2.jpg,172,200,sup-fruit-2.jpg,195,200
15,critical,A,Typ_Atyp,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir at bir de balık.",Bana balığı verebilir misin rica etsem?,Item15ConTR.mp3,Item15SenTR.mp3,fish1.jpeg,319,158,animals,fish,animals,fish,fish2.jpeg,299,168,animals,fish,horse2.jpeg,264,191,animals,horse,sup-vehicle-5.jpg,200,145,vehicles,firetruck,sub-racecar-1.jpg,190,110,vehicles,race car,sup-vehicle-2.jpg,200,169,vehicles,train,shoe2.jpeg,528,440,sup-fruit-3.jpg,200,171
15,critical,B,Atyp_Typ,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir at bir de balık.",Bana balığı verebilir misin rica etsem?,Item15ConTR.mp3,Item15SenTR.mp3,fish2.jpeg,299,168,animals,fish,animals,fish,fish1.jpeg,319,158,animals,fish,horse1.jpeg,225,225,animals,horse,sup-vehicle-5.jpg,200,145,vehicles,firetruck,sub-racecar-1.jpg,190,110,vehicles,race car,sup-vehicle-2.jpg,200,169,vehicles,train,shoe2.jpeg,528,440,sup-fruit-3.jpg,200,171
15,critical,C,Typ_Atyp,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir at bir de balık.",Bana balığı verebilir misin rica etsem?,Item15ConTR.mp3,Item15SenTR.mp3,fish1.jpeg,319,158,animals,fish,animals,fish,fish2.jpeg,299,168,animals,fish,horse2.jpeg,264,191,animals,horse,sup-vehicle-5.jpg,200,145,vehicles,firetruck,sub-racecar-1.jpg,190,110,vehicles,race car,sup-vehicle-2.jpg,200,169,vehicles,train,shoe2.jpeg,528,440,sup-fruit-3.jpg,200,171
15,critical,D,Atyp_Typ,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir at bir de balık.",Bana balığı verebilir misin rica etsem?,Item15ConTR.mp3,Item15SenTR.mp3,fish2.jpeg,299,168,animals,fish,animals,fish,fish1.jpeg,319,158,animals,fish,horse1.jpeg,225,225,animals,horse,sup-vehicle-5.jpg,200,145,vehicles,firetruck,sub-racecar-1.jpg,190,110,vehicles,race car,sup-vehicle-2.jpg,200,169,vehicles,train,shoe2.jpeg,528,440,sup-fruit-3.jpg,200,171
16,critical,D,Typ_Atyp,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir at bir de kuş.",Bana atı verebilir misin rica etsem?,Item16ConTR.mp3,Item16SenTR.mp3,horse1.jpeg,225,225,animals,horse,animals,horse,horse2.jpeg,264,191,animals,horse,bird1.jpeg,274,184,animals,bird,sup-beast-3.jpg,200,135,prehistoric animals,mamooth,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,1sub-trex.jpg,200,200,prehistoric animals,dinosaur,cookie2.jpeg,300,300,sup-fruit-4.jpg,194,200
16,critical,C,Atyp_Typ,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir at bir de kuş.",Bana atı verebilir misin rica etsem?,Item16ConTR.mp3,Item16SenTR.mp3,horse2.jpeg,264,191,animals,horse,animals,horse,horse1.jpeg,225,225,animals,horse,bird2.jpeg,274,184,animals,bird,sup-beast-3.jpg,200,135,prehistoric animals,mamooth,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,1sub-trex.jpg,200,200,prehistoric animals,dinosaur,cookie2.jpeg,300,300,sup-fruit-4.jpg,194,200
16,critical,B,Typ_Atyp,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir at bir de kuş.",Bana atı verebilir misin rica etsem?,Item16ConTR.mp3,Item16SenTR.mp3,horse1.jpeg,225,225,animals,horse,animals,horse,horse2.jpeg,264,191,animals,horse,bird1.jpeg,274,184,animals,bird,sup-beast-3.jpg,200,135,prehistoric animals,mamooth,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,1sub-trex.jpg,200,200,prehistoric animals,dinosaur,cookie2.jpeg,300,300,sup-fruit-4.jpg,194,200
16,critical,A,Atyp_Typ,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir at bir de kuş.",Bana atı verebilir misin rica etsem?,Item16ConTR.mp3,Item16SenTR.mp3,horse2.jpeg,264,191,animals,horse,animals,horse,horse1.jpeg,225,225,animals,horse,bird2.jpeg,274,184,animals,bird,sup-beast-3.jpg,200,135,prehistoric animals,mamooth,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,1sub-trex.jpg,200,200,prehistoric animals,dinosaur,cookie2.jpeg,300,300,sup-fruit-4.jpg,194,200
17,filler1,A,X,strong,Ant_1_1,"Hmm, bakalım ne varmış burada? Bir tavşan bir de sincap.",Bana tavşanı verebilir misin rica etsem?,Item17ConTR.mp3,Item17SenTR.mp3,sup-animal-4.jpg,177,200,animals,rabbit,X,X,sup-animal-5.jpg,167,200,animals,deer,sup-animal-2.jpg,194,200,animals,squirrel,chair1.jpeg,500,300,furniture,chair,couch1.jpeg,225,225,furniture,couch,table1.jpeg,1048,618,furniture,table,truck2.jpeg,259,194,basic-car-2.jpg,200,137
17,filler1,B,X,strong,Ant_1_1,"Hmm, bakalım ne varmış burada? Bir tavşan bir de sincap.",Bana tavşanı verebilir misin rica etsem?,Item17ConTR.mp3,Item17SenTR.mp3,sup-animal-4.jpg,177,200,animals,rabbit,X,X,sup-animal-5.jpg,167,200,animals,deer,sup-animal-2.jpg,194,200,animals,squirrel,chair1.jpeg,500,300,furniture,chair,couch1.jpeg,225,225,furniture,couch,table1.jpeg,1048,618,furniture,table,truck2.jpeg,259,194,basic-car-2.jpg,200,137
17,filler1,C,X,strong,Ant_1_1,"Hmm, bakalım ne varmış burada? Bir tavşan bir de sincap.",Bana tavşanı verebilir misin rica etsem?,Item17ConTR.mp3,Item17SenTR.mp3,sup-animal-4.jpg,177,200,animals,rabbit,X,X,sup-animal-5.jpg,167,200,animals,deer,sup-animal-2.jpg,194,200,animals,squirrel,chair1.jpeg,500,300,furniture,chair,couch1.jpeg,225,225,furniture,couch,table1.jpeg,1048,618,furniture,table,truck2.jpeg,259,194,basic-car-2.jpg,200,137
17,filler1,D,X,strong,Ant_1_1,"Hmm, bakalım ne varmış burada? Bir tavşan bir de sincap.",Bana tavşanı verebilir misin rica etsem?,Item17ConTR.mp3,Item17SenTR.mp3,sup-animal-4.jpg,177,200,animals,rabbit,X,X,sup-animal-5.jpg,167,200,animals,deer,sup-animal-2.jpg,194,200,animals,squirrel,chair1.jpeg,500,300,furniture,chair,couch1.jpeg,225,225,furniture,couch,table1.jpeg,1048,618,furniture,table,truck2.jpeg,259,194,basic-car-2.jpg,200,137
18,filler1,A,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir telefon bir de radyo.",Bana cep telefonu verebilir misin rica etsem?,Item18ConTR.mp3,Item18SenTR.mp3,sup-electronics-4.jpg,192,200,devices,radio,X,X,sub-smart_phone-2.jpg,200,144,devices,cell phone,basic-phone-2.jpg,200,164,devices,phone,table2.jpeg,330,170,furniture,table,table1.jpeg,1048,618,furniture,table,couch2.jpeg,1550,556,furniture,couch,sup-vehicle-5.jpg,200,145,basic-dog-1.jpg,200,148
18,filler1,B,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir telefon bir de radyo.",Bana cep telefonu verebilir misin rica etsem?,Item18ConTR.mp3,Item18SenTR.mp3,sup-electronics-4.jpg,192,200,devices,radio,X,X,sub-smart_phone-2.jpg,200,144,devices,cell phone,basic-phone-2.jpg,200,164,devices,phone,table2.jpeg,330,170,furniture,table,table1.jpeg,1048,618,furniture,table,couch2.jpeg,1550,556,furniture,couch,sup-vehicle-5.jpg,200,145,basic-dog-1.jpg,200,148
18,filler1,C,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir telefon bir de radyo.",Bana cep telefonu verebilir misin rica etsem?,Item18ConTR.mp3,Item18SenTR.mp3,sup-electronics-4.jpg,192,200,devices,radio,X,X,sub-smart_phone-2.jpg,200,144,devices,cell phone,basic-phone-2.jpg,200,164,devices,phone,table2.jpeg,330,170,furniture,table,table1.jpeg,1048,618,furniture,table,couch2.jpeg,1550,556,furniture,couch,sup-vehicle-5.jpg,200,145,basic-dog-1.jpg,200,148
18,filler1,D,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir telefon bir de radyo.",Bana cep telefonu verebilir misin rica etsem?,Item18ConTR.mp3,Item18SenTR.mp3,sup-electronics-4.jpg,192,200,devices,radio,X,X,sub-smart_phone-2.jpg,200,144,devices,cell phone,basic-phone-2.jpg,200,164,devices,phone,table2.jpeg,330,170,furniture,table,table1.jpeg,1048,618,furniture,table,couch2.jpeg,1550,556,furniture,couch,sup-vehicle-5.jpg,200,145,basic-dog-1.jpg,200,148
19,filler1,A,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir tekli koltuk bir de yatak.",Bana kıyafet dolabını verebilir misin rica etsem?,Item19ConTR.mp3,Item19SenTR.mp3,basic-chair-1.jpg,200,184,furniture,armchair,X,X,sup-furniture-4.jpg,200,130,furniture,dresser,sup-furniture-1.jpg,200,155,furniture,bed,hat1.jpeg,922,753,clothes,hat,shoe1.jpeg,300,300,clothes,shoe,coat1.jpeg,539,796,clothes,coat,sup-vegetable-4.jpg,200,138,basic-dog-3.jpg,200,154
19,filler1,B,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir tekli koltuk bir de yatak.",Bana kıyafet dolabını verebilir misin rica etsem?,Item19ConTR.mp3,Item19SenTR.mp3,basic-chair-1.jpg,200,184,furniture,armchair,X,X,sup-furniture-4.jpg,200,130,furniture,dresser,sup-furniture-1.jpg,200,155,furniture,bed,hat1.jpeg,922,753,clothes,hat,shoe1.jpeg,300,300,clothes,shoe,coat1.jpeg,539,796,clothes,coat,sup-vegetable-4.jpg,200,138,basic-dog-3.jpg,200,154
19,filler1,C,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir tekli koltuk bir de yatak.",Bana kıyafet dolabını verebilir misin rica etsem?,Item19ConTR.mp3,Item19SenTR.mp3,basic-chair-1.jpg,200,184,furniture,armchair,X,X,sup-furniture-4.jpg,200,130,furniture,dresser,sup-furniture-1.jpg,200,155,furniture,bed,hat1.jpeg,922,753,clothes,hat,shoe1.jpeg,300,300,clothes,shoe,coat1.jpeg,539,796,clothes,coat,sup-vegetable-4.jpg,200,138,basic-dog-3.jpg,200,154
19,filler1,D,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir tekli koltuk bir de yatak.",Bana kıyafet dolabını verebilir misin rica etsem?,Item19ConTR.mp3,Item19SenTR.mp3,basic-chair-1.jpg,200,184,furniture,armchair,X,X,sup-furniture-4.jpg,200,130,furniture,dresser,sup-furniture-1.jpg,200,155,furniture,bed,hat1.jpeg,922,753,clothes,hat,shoe1.jpeg,300,300,clothes,shoe,coat1.jpeg,539,796,clothes,coat,sup-vegetable-4.jpg,200,138,basic-dog-3.jpg,200,154
20,filler1,A,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir elma bir de çilek.",Bana elmayı verebilir misin rica etsem?,Item20ConTR.mp3,Item20SenTR.mp3,sup-fruit-2.jpg,195,200,fruit,strawberry,X,X,1contrast-green_apple.jpg,200,200,fruit,apple,basic-apple-1.jpg,198,200,fruit,apple,couch2.jpeg,1550,556,furniture,couch,table2.jpeg,330,170,furniture,table,chair1.jpeg,500,300,furniture,chair,sup-vegetable-3.jpg,190,110,contrast-desk_lamp-1.jpg,103,200
20,filler1,B,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir elma bir de çilek.",Bana elmayı verebilir misin rica etsem?,Item20ConTR.mp3,Item20SenTR.mp3,sup-fruit-2.jpg,195,200,fruit,strawberry,X,X,1contrast-green_apple.jpg,200,200,fruit,apple,basic-apple-1.jpg,198,200,fruit,apple,couch2.jpeg,1550,556,furniture,couch,table2.jpeg,330,170,furniture,table,chair1.jpeg,500,300,furniture,chair,sup-vegetable-3.jpg,190,110,contrast-desk_lamp-1.jpg,103,200
20,filler1,C,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir elma bir de çilek.",Bana elmayı verebilir misin rica etsem?,Item20ConTR.mp3,Item20SenTR.mp3,sup-fruit-2.jpg,195,200,fruit,strawberry,X,X,1contrast-green_apple.jpg,200,200,fruit,apple,basic-apple-1.jpg,198,200,fruit,apple,couch2.jpeg,1550,556,furniture,couch,table2.jpeg,330,170,furniture,table,chair1.jpeg,500,300,furniture,chair,sup-vegetable-3.jpg,190,110,contrast-desk_lamp-1.jpg,103,200
20,filler1,D,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir elma bir de çilek.",Bana elmayı verebilir misin rica etsem?,Item20ConTR.mp3,Item20SenTR.mp3,sup-fruit-2.jpg,195,200,fruit,strawberry,X,X,1contrast-green_apple.jpg,200,200,fruit,apple,basic-apple-1.jpg,198,200,fruit,apple,couch2.jpeg,1550,556,furniture,couch,table2.jpeg,330,170,furniture,table,chair1.jpeg,500,300,furniture,chair,sup-vegetable-3.jpg,190,110,contrast-desk_lamp-1.jpg,103,200
21,filler1,A,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir lambader bir de masa lambası.",Bana tavan lambasını verebilir misin rica etsem?,Item21ConTR.mp3,Item21SenTR.mp3,sup-light-2.jpg,200,196,lights,spotlight,X,X,basic-lamp-2.jpg,162,200,lights,ceiling light,sub-gooseneck_lamp-2.jpg,172,200,lights,desk lamp,bird1.jpeg,274,184,animals,bird,fish2.jpeg,299,168,animals,fish,dog1.jpeg,300,300,animals,dog,sup-electronics-5.jpg,200,125,contrast-flip_phone-1.jpg,164,200
21,filler1,B,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir lambader bir de masa lambası.",Bana tavan lambasını verebilir misin rica etsem?,Item21ConTR.mp3,Item21SenTR.mp3,sup-light-2.jpg,200,196,lights,spotlight,X,X,basic-lamp-2.jpg,162,200,lights,ceiling light,sub-gooseneck_lamp-2.jpg,172,200,lights,desk lamp,bird1.jpeg,274,184,animals,bird,fish2.jpeg,299,168,animals,fish,dog1.jpeg,300,300,animals,dog,sup-electronics-5.jpg,200,125,contrast-flip_phone-1.jpg,164,200
21,filler1,C,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir lambader bir de masa lambası.",Bana tavan lambasını verebilir misin rica etsem?,Item21ConTR.mp3,Item21SenTR.mp3,sup-light-2.jpg,200,196,lights,spotlight,X,X,basic-lamp-2.jpg,162,200,lights,ceiling light,sub-gooseneck_lamp-2.jpg,172,200,lights,desk lamp,bird1.jpeg,274,184,animals,bird,fish2.jpeg,299,168,animals,fish,dog1.jpeg,300,300,animals,dog,sup-electronics-5.jpg,200,125,contrast-flip_phone-1.jpg,164,200
21,filler1,D,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir lambader bir de masa lambası.",Bana tavan lambasını verebilir misin rica etsem?,Item21ConTR.mp3,Item21SenTR.mp3,sup-light-2.jpg,200,196,lights,spotlight,X,X,basic-lamp-2.jpg,162,200,lights,ceiling light,sub-gooseneck_lamp-2.jpg,172,200,lights,desk lamp,bird1.jpeg,274,184,animals,bird,fish2.jpeg,299,168,animals,fish,dog1.jpeg,300,300,animals,dog,sup-electronics-5.jpg,200,125,contrast-flip_phone-1.jpg,164,200
22,filler1,A,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir pırasa bir de mısır.",Bana brokoliyi verebilir misin rica etsem?,Item22ConTR.mp3,Item22SenTR.mp3,sup-vegetable-3.jpg,190,110,vegetables,corn,X,X,sup-vegetable-5.jpg,200,132,vegetables,broccoli,sup-vegetable-4.jpg,200,138,vegetables,leek,dog2.jpeg,300,300,animals,dog,horse2.jpeg,264,191,animals,horse,fish2.jpeg,299,168,animals,fish,sup-light-2.jpg,200,196,contrast-triceratops-1.jpg,200,176
22,filler1,B,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir pırasa bir de mısır.",Bana brokoliyi verebilir misin rica etsem?,Item22ConTR.mp3,Item22SenTR.mp3,sup-vegetable-3.jpg,190,110,vegetables,corn,X,X,sup-vegetable-5.jpg,200,132,vegetables,broccoli,sup-vegetable-4.jpg,200,138,vegetables,leek,dog2.jpeg,300,300,animals,dog,horse2.jpeg,264,191,animals,horse,fish2.jpeg,299,168,animals,fish,sup-light-2.jpg,200,196,contrast-triceratops-1.jpg,200,176
22,filler1,C,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir pırasa bir de mısır.",Bana brokoliyi verebilir misin rica etsem?,Item22ConTR.mp3,Item22SenTR.mp3,sup-vegetable-3.jpg,190,110,vegetables,corn,X,X,sup-vegetable-5.jpg,200,132,vegetables,broccoli,sup-vegetable-4.jpg,200,138,vegetables,leek,dog2.jpeg,300,300,animals,dog,horse2.jpeg,264,191,animals,horse,fish2.jpeg,299,168,animals,fish,sup-light-2.jpg,200,196,contrast-triceratops-1.jpg,200,176
22,filler1,D,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir pırasa bir de mısır.",Bana brokoliyi verebilir misin rica etsem?,Item22ConTR.mp3,Item22SenTR.mp3,sup-vegetable-3.jpg,190,110,vegetables,corn,X,X,sup-vegetable-5.jpg,200,132,vegetables,broccoli,sup-vegetable-4.jpg,200,138,vegetables,leek,dog2.jpeg,300,300,animals,dog,horse2.jpeg,264,191,animals,horse,fish2.jpeg,299,168,animals,fish,sup-light-2.jpg,200,196,contrast-triceratops-1.jpg,200,176
23,filler1,A,X,strong,Ant_1_2,"Hmm, bakalım ne varmış burada? Bir ticari bir de itfaiye arabası.",Bana ticariyi verebilir misin rica etsem?,Item23ConTR.mp3,Item23SenTR.mp3,1contrast-van.jpg,200,128,vehicles,delivery van,X,X,sub-racecar-1.jpg,190,110,vehicles,race car,sup-vehicle-5.jpg,200,145,vehicles,firetruck,fish1.jpeg,319,158,animals,fish,bird1.jpeg,274,184,animals,bird,horse2.jpeg,264,191,animals,horse,sup-electronics-4.jpg,192,200,contrast-red_pepper-1.jpg,200,127
23,filler1,B,X,strong,Ant_1_2,"Hmm, bakalım ne varmış burada? Bir ticari bir de itfaiye arabası.",Bana ticariyi verebilir misin rica etsem?,Item23ConTR.mp3,Item23SenTR.mp3,1contrast-van.jpg,200,128,vehicles,delivery van,X,X,sub-racecar-1.jpg,190,110,vehicles,race car,sup-vehicle-5.jpg,200,145,vehicles,firetruck,fish1.jpeg,319,158,animals,fish,bird1.jpeg,274,184,animals,bird,horse2.jpeg,264,191,animals,horse,sup-electronics-4.jpg,192,200,contrast-red_pepper-1.jpg,200,127
23,filler1,C,X,strong,Ant_1_2,"Hmm, bakalım ne varmış burada? Bir ticari bir de itfaiye arabası.",Bana ticariyi verebilir misin rica etsem?,Item23ConTR.mp3,Item23SenTR.mp3,1contrast-van.jpg,200,128,vehicles,delivery van,X,X,sub-racecar-1.jpg,190,110,vehicles,race car,sup-vehicle-5.jpg,200,145,vehicles,firetruck,fish1.jpeg,319,158,animals,fish,bird1.jpeg,274,184,animals,bird,horse2.jpeg,264,191,animals,horse,sup-electronics-4.jpg,192,200,contrast-red_pepper-1.jpg,200,127
23,filler1,D,X,strong,Ant_1_2,"Hmm, bakalım ne varmış burada? Bir ticari bir de itfaiye arabası.",Bana ticariyi verebilir misin rica etsem?,Item23ConTR.mp3,Item23SenTR.mp3,1contrast-van.jpg,200,128,vehicles,delivery van,X,X,sub-racecar-1.jpg,190,110,vehicles,race car,sup-vehicle-5.jpg,200,145,vehicles,firetruck,fish1.jpeg,319,158,animals,fish,bird1.jpeg,274,184,animals,bird,horse2.jpeg,264,191,animals,horse,sup-electronics-4.jpg,192,200,contrast-red_pepper-1.jpg,200,127
24,filler1,A,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir mamut bir de dinazor.",Bana armadilloyu verebilir misin rica etsem?,Item24ConTR.mp3,Item24SenTR.mp3,basic-dinosaur-2.jpg,190,110,prehistoric animals,dinosaur,X,X,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,sup-beast-3.jpg,200,135,prehistoric animals,mamooth,cake1.jpeg,225,225,baked goods,cake,cookie2.jpeg,300,300,baked goods,cookie,cookie1.jpeg,300,300,baked goods,cookie,sub-gooseneck_lamp-2.jpg,172,200,sub-green_pepper-2.jpg,184,200
24,filler1,B,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir mamut bir de dinazor.",Bana armadilloyu verebilir misin rica etsem?,Item24ConTR.mp3,Item24SenTR.mp3,basic-dinosaur-2.jpg,190,110,prehistoric animals,dinosaur,X,X,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,sup-beast-3.jpg,200,135,prehistoric animals,mamooth,cake1.jpeg,225,225,baked goods,cake,cookie2.jpeg,300,300,baked goods,cookie,cookie1.jpeg,300,300,baked goods,cookie,sub-gooseneck_lamp-2.jpg,172,200,sub-green_pepper-2.jpg,184,200
24,filler1,C,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir mamut bir de dinazor.",Bana armadilloyu verebilir misin rica etsem?,Item24ConTR.mp3,Item24SenTR.mp3,basic-dinosaur-2.jpg,190,110,prehistoric animals,dinosaur,X,X,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,sup-beast-3.jpg,200,135,prehistoric animals,mamooth,cake1.jpeg,225,225,baked goods,cake,cookie2.jpeg,300,300,baked goods,cookie,cookie1.jpeg,300,300,baked goods,cookie,sub-gooseneck_lamp-2.jpg,172,200,sub-green_pepper-2.jpg,184,200
24,filler1,D,X,weak,I4-2,"Hmm, bakalım ne varmış burada? Bir mamut bir de dinazor.",Bana armadilloyu verebilir misin rica etsem?,Item24ConTR.mp3,Item24SenTR.mp3,basic-dinosaur-2.jpg,190,110,prehistoric animals,dinosaur,X,X,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,sup-beast-3.jpg,200,135,prehistoric animals,mamooth,cake1.jpeg,225,225,baked goods,cake,cookie2.jpeg,300,300,baked goods,cookie,cookie1.jpeg,300,300,baked goods,cookie,sub-gooseneck_lamp-2.jpg,172,200,sub-green_pepper-2.jpg,184,200
